"key","en","jp","ch","tc","ru","sp","latam","gr","pl","it","tr","fr","br","pr","kr","hu",""
"bow_evo_bombarrow_description","<color=#f5d6c1>Magic Bow</color> arrows no longer return to you. Instead they explode for <color=#f5d6c1>3</color> times bullet damage when you reload.","<color=#f5d6c1>マジックボウ</color>の矢が戻らなくなる代わりに、リロード時に爆発して弾の<color=#f5d6c1>3</color>倍のダメージを与える。","<color=#f5d6c1>魔羽</color> 射出去后不再返回，但在换弹时爆炸并造成 <color=#f5d6c1>3</color> 倍伤害。","<color=#f5d6c1>魔羽</color> 射出去後不再返回，但在換彈時爆炸並造成 <color=#f5d6c1>3</color> 倍傷害。","<color=#f5d6c1>Волшебный лук</color> Стрелы больше не возвращаются к вам. Вместо этого при перезарядке они взрываются, нанося <color=#f5d6c1>3</color> раз больше урона от пули.","<color=#f5d6c1>Arco mágico</color> Las flechas ya no vuelven a ti. <color=#f5d6c1>En su lugar, explotan para causar 3</color> veces el daño de bala cuando recargas.","<color=#f5d6c1>Magic Bow</color> arrows no longer return to you. Instead they explode for <color=#f5d6c1>3</color> times bullet damage when you reload.","<color=#f5d6c1>Magischer Bogen</color> Pfeile kehren nicht mehr zu dir zurück. Stattdessen explodieren sie beim Nachladen und verursachen das <color=#f5d6c1>3</color> 3-fache des Geschossschadens.","<color=#f5d6c1>Magiczny łuk</color> Strzały nie wracają już do ciebie. Zamiast tego po przeładowaniu eksplodują, zadając <color=#f5d6c1>3</color> obrażenia od pocisków.","<color=#f5d6c1>Arco magico</color> frecce non tornano più indietro. Invece esplodono per <color=#f5d6c1>3</color> volte il danno da proiettile quando si ricarica.","<color=#f5d6c1>Sihirli Yay</color> oklar artık size geri dönmüyor. Bunun yerine yeniden doldurduğunuzda <color=#f5d6c1>3</color> kez mermi hasarı için patlıyorlar.","<color=#f5d6c1>Arc magique</color> Les flèches ne vous reviennent plus. Au lieu de cela, elles explosent et infligent <color=#f5d6c1>3</color> fois les dégâts de la balle lorsque vous rechargez.","<color=#f5d6c1>Arco Mágico</color> flechas já não voltam para ti. Em vez disso, elas explodem, causando <color=#f5d6c1>3</color> vezes o dano da bala quando recarregas.","<color=#f5d6c1>Arco Mágico</color> flechas já não voltam para ti. Em vez disso, elas explodem, causando <color=#f5d6c1>3</color> vezes o dano da bala quando recarregas.","<color=#f5d6c1>마법의 활</color> 화살이 더 이상 자신에게 돌아오지 않습니다. 대신 재장전 시 폭발하여 <color=#f5d6c1>3</color> 배의 총알 피해를 입힙니다.","<color=#f5d6c1>Varázsíj</color> nyilak már nem térnek vissza hozzád. Ehelyett felrobbannak <color=#f5d6c1>3</color> alkalommal a lövedék okozta sebzésért, amikor újratöltöd őket.",""
"bow_evo_thundercaller_name","Thunder Caller","稲妻を呼びし者","雷霆万钧","雷霆萬鈞","Звонарь грома","Llamador del trueno","Thunder Caller","Der Donner-Rufer","Thunder Caller","Chiamata del tuono","Thunder Caller","Appel du tonnerre","Chamador de trovão","Chamador de trovão","천둥 소집자","Thunder Caller",""
"bow_evo_thundercaller_description","<color=#f5d6c1>Magic Bow</color> arrows can now apply on-hit effects when they return to you. Arrows have a <color=#f5d6c1>20%</color> chance to call down <color=#f5d6c1>Lightning</color> for <color=#f5d6c1>22</color> damage.","<color=#f5d6c1>マジックボウ</color>の矢が戻ってくるときに着弾時効果が適用される。矢は<color=#f5d6c1>20%</color>の確率で<color=#f5d6c1>22</color>ダメージを与える<color=#f5d6c1>雷</color>を落とす。","<color=#f5d6c1>魔羽</color> 射出去的箭在返回时有 <color=#f5d6c1>20%</color> 几率召唤<color=#f5d6c1>闪电</color> 造成 <color=#f5d6c1>22</color> 点伤害。","<color=#f5d6c1>魔羽</color> 射出去的箭在返回時有 <color=#f5d6c1>20%</color> 機率召喚<color=#f5d6c1>閃電</color> 造成 <color=#f5d6c1>22</color> 點傷害。","<color=#f5d6c1>Стрелы из волшебного лука</color> теперь могут накладывать эффекты при попадании, когда они возвращаются к вам. Стрелы имеют <color=#f5d6c1>20%</color> шанс вызвать <color=#f5d6c1>Молнию</color> на <color=#f5d6c1>22</color> урона.","<color=#f5d6c1>Ahora las flechas del arco mágico</color> pueden aplicar efectos de impacto cuando vuelven a ti. Las flechas tienen una probabilidad de <color=#f5d6c1>20%</color> de invocar <color=#f5d6c1>Relámpago</color> para <color=#f5d6c1>22</color> de daño.","<color=#f5d6c1>Magic Bow</color> arrows can now apply on-hit effects when they return to you. Arrows have a <color=#f5d6c1>20%</color> chance to call down <color=#f5d6c1>Lightning</color> for <color=#f5d6c1>22</color> damage.","<color=#f5d6c1>Pfeile des Magischen Bogens</color> können jetzt Effekte bei einem Treffer anwenden, wenn sie zu Euch zurückkehren. Pfeile haben eine <color=#f5d6c1>20%</color> Chance, <color=#f5d6c1>Blitz</color> für <color=#f5d6c1>22</color> Schaden herbeizurufen.","<color=#f5d6c1>Magiczny łuk</color> Strzały mogą teraz wywoływać efekty przy trafieniu, gdy do ciebie wracają. Strzały mają <color=#f5d6c1>20%</color> szansy na przywołanie <color=#f5d6c1>błyskawicy</color> zadającej <color=#f5d6c1>22</color> obrażenia.","<color=#f5d6c1>Le frecce dell'Arco Magico</color> ora possono applicare gli effetti di colpo quando tornano verso di voi. Le frecce hanno una <color=#f5d6c1>probabilità del 20%</color> di richiamare <color=#f5d6c1>Fulmini</color> per <color=#f5d6c1>22</color> danni.","<color=#f5d6c1>Sihirli Yay</color> okları artık size geri döndüklerinde isabet etkileri uygulayabilir. Oklar <color=#f5d6c1>%20</color> şansla <color=#f5d6c1>Yıldırım</color> çağırarak <color=#f5d6c1>22</color> hasar verir.","<color=#f5d6c1>Arc magique</color> Les flèches peuvent désormais appliquer des effets de toucher lorsqu'elles reviennent vers vous. Les flèches ont <color=#f5d6c1>20 %</color> de chances d'appeler <color=#f5d6c1>Éclair</color> pour <color=#f5d6c1>22</color> dégâts.","<color=#f5d6c1>Arco Mágico</color> flechas podem agora aplicar efeitos ao atingir quando regressam a ti. As flechas têm <color=#f5d6c1>20%</color> de hipótese de invocar <color=#f5d6c1>Relâmpago</color> causando <color=#f5d6c1>22</color> de dano.","<color=#f5d6c1>Arco Mágico</color> flechas podem agora aplicar efeitos ao atingir quando regressam a ti. As flechas têm <color=#f5d6c1>20%</color> de hipótese de invocar <color=#f5d6c1>Relâmpago</color> causando <color=#f5d6c1>22</color> de dano.","<color=#f5d6c1>마법 활</color> 화살이 이제 자신에게 돌아올 때 적중 효과를 적용할 수 있습니다. 화살은 <color=#f5d6c1>20%</color> 확률로 <color=#f5d6c1>번개</color> 를 불러와 <color=#f5d6c1>22</color> 피해를 줍니다.","<color=#f5d6c1>A varázsíj</color> nyilak mostantól alkalmazhatnak találat utáni hatásokat, amikor visszatérnek hozzád. A nyilak <color=#f5d6c1>20%</color> esélye van arra, hogy <color=#f5d6c1>villámot</color> <color=#f5d6c1>22</color> sebzést okoznak.",""
"revolver_evo_headshot_name","Headshot","ヘッドショット","暴击之威","暴擊之威","Снимок головы","Headshot","Headshot","Headshot","Strzał w głowę","Colpo di testa","Headshot","Photo d'identité","Fotografia de rosto","Fotografia de rosto","헤드샷","Fejlövés",""
"revolver_evo_headshot_description","Your bullets have a <color=#f5d6c1>30%</color> chance to deal <color=#f5d6c1>3</color> times damage.","弾は<color=#f5d6c1>30%</color>の確率で<color=#f5d6c1>3</color>倍のダメージを与える。","子弹有 <color=#f5d6c1>30%</color> 的几率造成 <color=#f5d6c1>3</color> 倍伤害。","子彈有 <color=#f5d6c1>30%</color> 的機率造成 <color=#f5d6c1>3</color> 倍傷害。","Ваши пули имеют <color=#f5d6c1>30%</color> шанс нанести <color=#f5d6c1>3</color> урона.","Tus balas tienen una probabilidad de <color=#f5d6c1>30%</color> de infligir <color=#f5d6c1>3</color> veces daño.","Your bullets have a <color=#f5d6c1>30%</color> chance to deal <color=#f5d6c1>3</color> times damage.","Deine Kugeln haben eine <color=#f5d6c1>30%</color> Chance, <color=#f5d6c1>3</color> mal Schaden zu verursachen.","Twoje pociski mają <color=#f5d6c1>30%</color> szansy na zadanie <color=#f5d6c1>3</color> obrażeń.","I tuoi proiettili hanno <color=#f5d6c1>30%</color> possibilità di infliggere <color=#f5d6c1>3</color> danni.","Mermilerinizin <color=#f5d6c1>%30</color> <color=#f5d6c1>3</color> kat hasar verme şansı vardır.","Vos balles ont <color=#f5d6c1>30%</color> de chances d'infliger <color=#f5d6c1>3</color> fois les dégâts.","As tuas balas têm <color=#f5d6c1>30%</color> de probabilidade de causar <color=#f5d6c1>3</color> vezes o dano.","As tuas balas têm <color=#f5d6c1>30%</color> de probabilidade de causar <color=#f5d6c1>3</color> vezes o dano.","총알은 <color=#f5d6c1>30%</color> 확률로 <color=#f5d6c1>3</color> 배의 피해를 줍니다.","A lövedékeidnek <color=#f5d6c1>30%</color> esélye van arra, hogy <color=#f5d6c1>3</color> -szoros sebzést okozzanak.",""
"revolver_evo_trickshot_name","Trickshot","トリックショット","弹射强化","彈射強化","Trickshot","Trickshot","Trickshot","Trickshot","Trickshot","Trucchetto","Trickshot","Trickshot","Trickshot","Trickshot","트릭샷","Trickshot",""
"revolver_evo_trickshot_description","Your bullets deal <color=#f5d6c1>20%</color> more damage after every bounce.","弾が反射するたびにダメージが<color=#f5d6c1>20%</color>増加する。","子弹在每次弹射后造成的伤害增加 <color=#f5d6c1>20%</color>。","子彈在每次彈射後造成的傷害增加 <color=#f5d6c1>20%</color>。","Ваши пули наносят <color=#f5d6c1>20%</color> больше урона после каждого отскока.","Tus balas infligen <color=#f5d6c1>20%</color> más de daño tras cada rebote.","Your bullets deal <color=#f5d6c1>20%</color> more damage after every bounce.","Deine Kugeln verursachen <color=#f5d6c1>20%</color> mehr Schaden nach jedem Abprall.","Twoje pociski zadają <color=#f5d6c1>20%</color> więcej obrażeń po każdym odbiciu.","I proiettili infliggono <color=#f5d6c1>20%</color> più danni dopo ogni rimbalzo.","Mermileriniz her sekmeden sonra <color=#f5d6c1>%20</color> daha fazla hasar verir.","Vos balles infligent <color=#f5d6c1>20 %</color> de dégâts supplémentaires après chaque rebond.","As tuas balas causam <color=#f5d6c1>20%</color> mais dano após cada ressalto.","As tuas balas causam <color=#f5d6c1>20%</color> mais dano após cada ressalto.","총알이 튕길 때마다 <color=#f5d6c1>20%</color> 더 많은 피해를 입힙니다.","A lövedékeid <color=#f5d6c1>20%-kal</color> több sebzést okoznak minden pattanás után.",""
"revolver_evo_volley_name","Volley","ボレー","首尾齐射","首尾齊射","Волейбол","Volea","Volley","Volley","Volley","Pallavolo","Voleybol","Volley","Vôlei","Vôlei","발리","Röplabda",""
"revolver_evo_volley_description","Your first and last ammo shoots <color=#f5d6c1>3</color> additional projectiles.","弾倉の最初と最後の弾に対し、発射数が<color=#f5d6c1>3</color>追加。","第一个和最后一个子弹发射时会额外发射<color=#f5d6c1>3</color> 颗子弹。","第一個和最後一個子彈發射時會額外發射<color=#f5d6c1>3</color> 顆子彈。","Первый и последний патроны стреляют <color=#f5d6c1>3</color> дополнительными снарядами.","Su primera y última munición dispara <color=#f5d6c1>3</color> proyectiles adicionales.","Your first and last ammo shoots <color=#f5d6c1>3</color> additional projectiles.","Ihre erste und letzte Munition verschießt <color=#f5d6c1>3</color> zusätzliche Geschosse.","Pierwsza i ostatnia amunicja wystrzeliwuje <color=#f5d6c1>3</color> dodatkowe pociski.","La prima e l'ultima munizione sparano <color=#f5d6c1>3</color> proiettili aggiuntivi.","İlk ve son cephaneniz <color=#f5d6c1>3</color> ek mermiler atar.","Vos première et dernière munitions tirent <color=#f5d6c1>3</color> projectiles supplémentaires.","A sua primeira e última munição dispara <color=#f5d6c1>3</color> projécteis adicionais.","A sua primeira e última munição dispara <color=#f5d6c1>3</color> projécteis adicionais.","처음이자 마지막 탄환이 <color=#f5d6c1>3</color> 추가 발사체를 쏜다.","Az első és az utolsó lőszered a <color=#f5d6c1>3</color> további lövedékeket lő ki.",""
"shotgun_evo_melee_name","Melee Shot","近接攻撃","近战射击","近戰射擊","Выстрел в ближнем бою","Tiro cuerpo a cuerpo","Melee Shot","Nahkampf-Schuss","Strzał w zwarciu","Colpo in mischia","Yakın Atış","Tir de mêlée","Tiro corpo a corpo","Tiro corpo a corpo","근접 사격","Közelharci lövés",""
"shotgun_evo_melee_description","Increase damage but reduce range of your bullets.","ダメージが増加する代わりに、弾の射程が減少。","增加伤害但减少子弹的射程。","增加傷害但減少子彈的射程。","Увеличивает урон, но уменьшает дальность полета пуль.","Aumenta el daño pero reduce el alcance de tus balas.","Increase damage but reduce range of your bullets.","Erhöht den Schaden, verringert aber die Reichweite der Kugeln.","Zwiększa obrażenia, ale zmniejsza zasięg pocisków.","Aumenta il danno ma riduce la portata dei proiettili.","Hasarı artırın ama mermilerinizin menzilini azaltın.","Augmente les dégâts mais réduit la portée de vos balles.","Aumenta os danos mas reduz o alcance das tuas balas.","Aumenta os danos mas reduz o alcance das tuas balas.","공격력은 증가하지만 탄환의 사거리는 감소합니다.","Növeli a sebzést, de csökkenti a lövedékek hatótávolságát.",""
"shotgun_evo_dualwield_name","Dual Wield","二丁撃ち","腹背御敌","腹背禦敵","Двойное оружие","Doble empuñadura","Dual Wield","Doppelter Einsatz","Dual Wield","Dual Wield","Çift El","Double armement","Empunhadura dupla","Empunhadura dupla","듀얼 위드","Kettős pajzs",""
"shotgun_evo_dualwield_description","Gain an additional <color=#f5d6c1>Shotgun</color> that shoots behind you.","背後方向に射撃する<color=#f5d6c1>ショットガン</color>を追加。","额外获得一把 <color=#f5d6c1>散弹枪</color> 在身后射击。","額外獲得一把 <color=#f5d6c1>散彈槍</color> 在身後射擊。","Получите дополнительный <color=#f5d6c1>Shotgun</color> , который стреляет позади вас.","Consigue una escopeta <color=#f5d6c1>adicional</color> que dispara detrás de ti.","Gain an additional <color=#f5d6c1>Shotgun</color> that shoots behind you.","Erhalte eine zusätzliche <color=#f5d6c1>Schrotflinte</color> , die hinter dich schießt.","Zyskujesz dodatkową strzelbę <color=#f5d6c1></color> , która strzela za tobą.","</color> Ottenete un fucile <color=#f5d6c1>aggiuntivo che spara alle vostre spalle.","Arkanızdan ateş eden ek bir <color=#f5d6c1>Shotgun</color> kazanın.","Gagnez un fusil à pompe supplémentaire <color=#f5d6c1></color> qui tire derrière vous.","Ganha uma caçadeira <color=#f5d6c1>adicional</color> que dispara atrás de ti.","Ganha uma caçadeira <color=#f5d6c1>adicional</color> que dispara atrás de ti.","뒤에서 쏘는 산탄총( <color=#f5d6c1>)을 추가로 획득하세요(</color>).","Szerezz egy további <color=#f5d6c1>Shotgun</color> , amely mögéd lő.",""
"shotgun_evo_focusblast_name","Focused Blast","集中砲火","蓄力爆射","蓄力爆射","Сосредоточенный взрыв","Ráfaga concentrada","Focused Blast","Fokussierte Explosion","Focused Blast","Esplosione focalizzata","Odaklanmış Patlama","Explosion ciblée","Explosão focalizada","Explosão focalizada","집중 폭발","Fókuszált robbanás",""
"shotgun_evo_focusblast_description","<color=#f5d6c1>Shotgun</color> can only shoot a single projectile. Each added projectile count instead increases your bullet damage by <color=#f5d6c1>50%</color>.","<color=#f5d6c1>ショットガン</color>の発射数が1発になる代わりに、発射数ごとに弾のダメージが<color=#f5d6c1>50%</color>増加する。","<color=#f5d6c1>霰弹枪</color>只能发射一发子弹，每增加一颗子弹，子弹伤害增加<color=#f5d6c1>50%</color> 。","<color=#f5d6c1>霰彈槍</color>只能發射一發子彈，每增加一顆子彈，子彈傷害增加<color=#f5d6c1>50%</color> 。","<color=#f5d6c1>Дробовик</color> может стрелять только одним снарядом. Каждый дополнительный снаряд увеличивает урон от пуль на <color=#f5d6c1>50%</color>.","<color=#f5d6c1>La escopeta</color> sólo puede disparar un único proyectil. En cambio, cada proyectil añadido aumenta su daño de bala en un <color=#f5d6c1>50%</color>.","<color=#f5d6c1>Shotgun</color> can only shoot a single projectile. Each added projectile count instead increases your bullet damage by <color=#f5d6c1>50%</color>.","<color=#f5d6c1>Die Schrotflinte</color> kann nur ein einziges Projektil verschießen. Jedes zusätzliche Projektil erhöht stattdessen den Geschossschaden um <color=#f5d6c1>50%</color>.","<color=#f5d6c1>Strzelba</color> może wystrzelić tylko jeden pocisk. Każda dodana liczba pocisków zwiększa obrażenia od pocisków o <color=#f5d6c1>50%</color>.","<color=#f5d6c1>Il fucile</color> può sparare un solo proiettile. Ogni proiettile aggiunto aumenta invece i danni dei proiettili del <color=#f5d6c1>50%</color>.","<color=#f5d6c1>Av tüfeği</color> yalnızca tek bir mermi atabilir. Bunun yerine eklenen her mermi sayısı mermi hasarınızı <color=#f5d6c1>%50</color>oranında artırır.","<color=#f5d6c1>Le fusil à pompe</color> ne peut tirer qu'un seul projectile. Chaque projectile supplémentaire augmente les dégâts de la balle de <color=#f5d6c1>50%</color>.","<color=#f5d6c1>A caçadeira</color> só pode disparar um único projéctil. Cada projéctil adicional aumenta o dano da bala em <color=#f5d6c1>50%</color>.","<color=#f5d6c1>A caçadeira</color> só pode disparar um único projéctil. Cada projéctil adicional aumenta o dano da bala em <color=#f5d6c1>50%</color>.","<color=#f5d6c1>산탄총</color> 은 발사체를 하나만 쏠 수 있습니다. 대신 발사체 수가 추가될 때마다 총알의 공격력이 <color=#f5d6c1>50%</color>증가합니다.","<color=#f5d6c1>A sörétes puska</color> csak egyetlen lövedéket tud kilőni. Minden egyes hozzáadott lövedékszám ehelyett növeli a lövedék sebzését <color=#f5d6c1>50%-kal</color>.",""
"cyclone_sword_name","Cyclone Sword","サイクロンソード","旋风神剑","旋風神劍","Меч циклона","Espada Ciclón","Cyclone Sword","Wirbelsturm-Schwert","Miecz cyklonowy","Spada ciclonica","Siklon Kılıcı","Épée Cyclone","Espada ciclónica","Espada ciclónica","사이클론 소드","Ciklon kard",""
"cyclone_sword_description","During reload, perform a spin attack that continuously deals your bullet damage in an area.","リロード中に回転攻撃を行い、範囲内に継続して弾と同じダメージを与える。","在换弹时进行一次旋转攻击，对旋转区域内的地方造成子弹伤害。","在換彈時進行一次旋轉攻擊，對旋轉區域內的地方造成子彈傷害。","Во время перезарядки выполняйте вращательную атаку, которая постоянно наносит урон вашей пулей по площади.","Durante la recarga, realiza un ataque giratorio que inflige daño de bala continuamente en un área.","During reload, perform a spin attack that continuously deals your bullet damage in an area.","Führen Sie während des Nachladens einen Schleuderangriff aus, der Ihren Kugeln in einem bestimmten Bereich kontinuierlich Schaden zufügt.","Podczas przeładowywania wykonaj atak obrotowy, który stale zadaje obrażenia od pocisków na danym obszarze.","Durante la ricarica, esegui un attacco rotante che infligge continuamente danni ai proiettili in un'area.","Yeniden doldurma sırasında, bir alanda mermi hasarınızı sürekli olarak veren bir dönüş saldırısı gerçekleştirin.","Pendant le rechargement, effectuez une attaque tournante qui inflige continuellement des dégâts à votre balle dans une zone.","Durante a recarga, executa um ataque giratório que causa dano contínuo à tua bala numa área.","Durante a recarga, executa um ataque giratório que causa dano contínuo à tua bala numa área.","재장전 중에 회전 공격을 수행하여 일정 범위에 지속적으로 총알 피해를 입힙니다.","Újratöltés közben hajts végre egy pörgő támadást, amely folyamatosan osztja a lövedéked sebzését egy területen.",""
"sword_evo_death_name","Death Sickle","死神の鎌","死神镰刀","死神鐮刀","Серп смерти","Hoz de la Muerte","Death Sickle","Todessichel","Sierp śmierci","Falce della morte","Ölüm Orağı","Faucille de la mort","Foice da morte","Foice da morte","죽음의 낫","Halál sarló",""
"sword_evo_death_description","After finishing reloading, deal a huge spin attack that deals <color=#f5d6c1>4</color> times your bullet damage and applies <color=#f5d6c1>Curse</color>. ","リロード完了時に、弾の<color=#f5d6c1>4</color>倍のダメージと<color=#f5d6c1>呪い</color>を与える大回転攻撃を繰り出す。","换弹完成后，进行一次巨大的旋转攻击，造成 <color=#f5d6c1>4</color> 倍子弹伤害并施加<color=#f5d6c1>诅咒</color>。","換彈完成後，進行一次巨大的旋轉攻擊，造成 <color=#f5d6c1>4</color> 倍子彈傷害並施加<color=#f5d6c1>詛咒</color>。","После завершения перезарядки нанесите мощную атаку вращением, которая наносит <color=#f5d6c1>в 4</color> раза больше урона от пуль и применяет <color=#f5d6c1>проклятие</color>.","Tras terminar de recargar, realiza un enorme ataque giratorio que inflige <color=#f5d6c1>4</color> veces el daño de su bala y aplica <color=#f5d6c1>Maldición</color>.","After finishing reloading, deal a huge spin attack that deals <color=#f5d6c1>4</color> times your bullet damage and applies <color=#f5d6c1>Curse</color>.","Nachdem du nachgeladen hast, führe einen riesigen Schleuderangriff aus, der <color=#f5d6c1>4</color> mal so viel Schaden wie deine Kugeln verursacht und <color=#f5d6c1>Fluch</color>anwendet.","Po zakończeniu przeładowywania, wykonaj potężny atak obrotowy, który zada <color=#f5d6c1>4</color> razy więcej obrażeń od pocisków i nałoży <color=#f5d6c1>Klątwę</color>.","Dopo aver finito di ricaricare, sferra un enorme attacco rotante che infligge <color=#f5d6c1>4</color> volte i danni del proiettile e applica <color=#f5d6c1>la Maledizione</color>.","Yeniden yüklemeyi bitirdikten sonra, merminizin <color=#f5d6c1>4</color> katı hasar veren ve <color=#f5d6c1>Laneti</color>uygulayan büyük bir dönüş saldırısı yapın.","Après avoir fini de recharger, infligez une énorme attaque tournoyante qui inflige <color=#f5d6c1>4</color> fois les dégâts de votre balle et applique <color=#f5d6c1>Malédiction</color>.","Depois de acabares de recarregar, desfere um enorme ataque giratório que causa <color=#f5d6c1>4</color> vezes o dano da tua bala e aplica <color=#f5d6c1>Curse</color>.","Depois de acabares de recarregar, desfere um enorme ataque giratório que causa <color=#f5d6c1>4</color> vezes o dano da tua bala e aplica <color=#f5d6c1>Curse</color>.","재장전이 끝나면 총알 피해의 <color=#f5d6c1>4</color> 배에 해당하는 큰 회전 공격을 가하고 <color=#f5d6c1>저주</color>를 적용합니다.","Miután befejezted az újratöltést, egy hatalmas pörgős támadást osztasz ki, amely <color=#f5d6c1>4</color> a lövedéked sebzésének négyszeresét okozza, és <color=#f5d6c1>átkot alkalmaz</color>.",""
"sword_evo_life_name","Light Blade","光の剣","神光之刃","神光之刃","Лезвие света","Hoja de luz","Light Blade","Leichte Klinge","Lekkie ostrze","Lama leggera","Hafif Bıçak","Lame de lumière","Lâmina de luz","Lâmina de luz","라이트 블레이드","Fénypenge",""
"sword_evo_life_description","<color=#f5d6c1>Cyclone Sword</color> has a <color=#f5d6c1>50%</color> chance to <color=#f5d6c1>Smite</color> enemies for <color=#f5d6c1>20</color> damage on hit.","<color=#f5d6c1>サイクロンソード</color>のヒット時に<color=#f5d6c1>50%</color>の確率で、<color=#f5d6c1>20</color>ダメージを与える<color=#f5d6c1>神罰</color>が発動する。","<color=#f5d6c1>旋风神剑</color>有<color=#f5d6c1>50%</color>的几率对击中的敌人造成<color=#f5d6c1>20</color>点<color=#f5d6c1>惩戒</color>伤害。","<color=#f5d6c1>旋風神劍</color>有<color=#f5d6c1>50%</color>的機率對擊中的敵人造成<color=#f5d6c1>20</color>點<color=#f5d6c1>懲戒</color>傷害。","<color=#f5d6c1>Cyclone Sword</color> имеет <color=#f5d6c1>50%</color> шанс <color=#f5d6c1>поразить</color> врагов на <color=#f5d6c1>20</color> урона при попадании.","<color=#f5d6c1>Espada ciclón</color> tiene una probabilidad de <color=#f5d6c1>50%</color> de golpear <color=#f5d6c1>Golpea</color> a los enemigos y les inflige <color=#f5d6c1>20</color> puntos de daño al golpearlos.","<color=#f5d6c1>Cyclone Sword</color> has a <color=#f5d6c1>50%</color> chance to <color=#f5d6c1>Smite</color> enemies for <color=#f5d6c1>20</color> damage on hit.","<color=#f5d6c1>Das Zyklonschwert</color> hat eine <color=#f5d6c1>50%ige</color> Chance, <color=#f5d6c1></color> Gegner für <color=#f5d6c1>20</color> Schaden bei einem Treffer zu zerschmettern.","<color=#f5d6c1>Miecz Cyklonu</color> ma <color=#f5d6c1>50%</color> szans na <color=#f5d6c1>Porażenie</color> wrogów, zadając <color=#f5d6c1>20</color> obrażeń przy trafieniu.","<color=#f5d6c1>Spada ciclonica</color> ha una <color=#f5d6c1>probabilità del 50%</color> di <color=#f5d6c1>colpire</color> i nemici per <color=#f5d6c1>20</color> danni quando viene colpita.","<color=#f5d6c1>Kasırga Kılıcı</color> isabet halinde <color=#f5d6c1>%50</color> şansla <color=#f5d6c1></color> rakiplerini <color=#f5d6c1>20</color> hasarla parçalar.","<color=#f5d6c1>L'épée cyclone</color> a <color=#f5d6c1>50%</color> de chances de <color=#f5d6c1>Frapper</color> ennemis pour <color=#f5d6c1>20</color> de dégâts sur coup.","<color=#f5d6c1></color> A Espada Ciclone</color> tem <color=#f5d6c1>50% de probabilidade de <color=#f5d6c1>ferir</color> inimigos, causando <color=#f5d6c1>20 de dano</color> ao atingir.","<color=#f5d6c1></color> A Espada Ciclone</color> tem <color=#f5d6c1>50% de probabilidade de <color=#f5d6c1>golpear</color> inimigos, causando <color=#f5d6c1>20 de dano</color> ao atingir.","<color=#f5d6c1> <color=#f5d6c1>사이클론 검</color> 은 적중 시 <color=#f5d6c1>50%의</color> 확률로 <color=#f5d6c1>적에게</color> 20</color> 의 피해를 줍니다.","<color=#f5d6c1>A Cyclone Sword</color> <color=#f5d6c1>50%</color> esélye van arra, hogy <color=#f5d6c1></color> ellenséget <color=#f5d6c1>20</color> sebzéssel sújtson le találat esetén.",""
"sword_evo_wind_name","Wind Katana","旋風刀","风武之刃","風武之刃","Катана ветра","Katana del viento","Wind Katana","Wind Katana","Katana wiatru","Katana del vento","Rüzgar Katana","Katana du vent","Katana de vento","Katana de vento","바람 카타나","Szél Katana",""
"sword_evo_wind_description","<color=#f5d6c1>Cyclone Sword's</color> damage is increased by bonuses to Move Speed.","移動速度ボーナスによって<color=#f5d6c1>サイクロンソード</color>のダメージが増加。","<color=#f5d6c1>旋风神剑</color>的伤害随移动速度增加而增加。","<color=#f5d6c1>旋風神劍</color>的傷害隨移動速度增加而增加。","<color=#f5d6c1>Урон от меча Циклона</color> увеличивается за счет бонусов к скорости передвижения.","<color=#f5d6c1>El daño de Espada del ciclón</color> aumenta con las bonificaciones a Velocidad de movimiento.","<color=#f5d6c1>Cyclone Sword's</color> damage is increased by bonuses to Move Speed.","<color=#f5d6c1>Der Schaden von Zyklonschwert</color> wird durch Boni auf die Bewegungsgeschwindigkeit erhöht.","<color=#f5d6c1>Obrażenia</color> zadawane przez Miecz Cyklonu są zwiększane przez premie do szybkości poruszania się.","<color=#f5d6c1>I danni della Spada del Ciclone</color> sono aumentati dai bonus alla Velocità di movimento.","<color=#f5d6c1>Kasırga Kılıcı'nın</color> hasarı Hareket Hızı bonusları ile artar.","<color=#f5d6c1>Les dégâts de l'épée cyclonique</color> sont augmentés par les bonus à la vitesse de déplacement.","<color=#f5d6c1>O dano da Cyclone Sword</color> é aumentado pelos bónus de Velocidade de Movimento.","<color=#f5d6c1>O dano da Cyclone Sword</color> é aumentado pelos bónus de Velocidade de Movimento.","<color=#f5d6c1>사이클론 검의</color> 공격력이 이동 속도 보너스만큼 증가합니다.","<color=#f5d6c1>A ciklonkard</color> sebzése megnő a mozgási sebességhez adott bónuszokkal.",""
"soul_shield_name","Soul Shield","ソウルシールド","灵力守护","靈力守護","Щит души","Escudo del alma","Soul Shield","Seelenschild","Tarcza Dusz","Scudo dell'anima","Ruh Kalkanı","Bouclier de l'âme","Escudo da Alma","Escudo da Alma","영혼 보호막","Lélek pajzs",""
